treatment_group,treatment_size,beta,pval,n_obs,is_true
"Chile,Dubai",2,-0.0146644928824547,0.7190138065897302,9129,False
"Chile,Egypt",2,-0.013270021719177977,0.7398660287055496,9129,False
"Chile,Indonesia",2,0.04403999886017422,0.003324637381208362,9129,False
"Chile,Malaysia",2,0.06905173938531134,0.0005357978564859422,9129,False
"Chile,Mexico",2,0.0673472794218394,0.0004724126578183885,9129,False
"Chile,Philippines",2,0.04976044415277036,0.0008652280550847102,9129,False
"Chile,Qatar",2,0.028709128900295266,0.12537124464777505,9129,False
"Chile,Saudi Arabia",2,0.0033553411703062426,0.9131159226157015,9129,False
"Chile,South Africa",2,0.002595135254120121,0.9336263990310163,9129,False
"Chile,South Korea",2,-0.00046453751290403625,0.9887066409680059,9129,False
"Chile,Thailand",2,0.003770352491071663,0.9017137718548023,9129,False
"Chile,Turkey",2,-0.026817500708184484,0.5744913417500026,9129,False
"China,Colombia",2,0.0410684675237322,0.40881970632593045,9129,False
"China,Dubai",2,-0.055634290529786204,0.003724488794006442,9129,False
"China,Egypt",2,-0.05423981936650954,0.0036628901985096274,9129,False
"China,Indonesia",2,0.0030702012128426878,0.9140574877463497,9129,False
"China,Malaysia",2,0.028081941737979805,0.5059198250818597,9129,False
"China,Mexico",2,0.026377481774507845,0.522454504773294,9129,False
"China,Philippines",2,0.008790646505438805,0.7799975631958049,9129,False
"China,Qatar",2,-0.012260668747036307,0.5610134978496175,9129,False
"China,Saudi Arabia",2,-0.03761445647702534,0.012855496415960621,9129,False
"China,South Africa",2,-0.038374662393211405,0.011317957583947713,9129,False
"China,South Korea",2,-0.04143433516023559,0.007212021440077043,9129,False
"China,Thailand",2,-0.03719944515625988,0.013811389648223038,9129,False
"China,Turkey",2,-0.06778729835551604,0.00562024375973369,9129,False
"Colombia,Dubai",2,0.021008032875297927,0.7336721216108075,9129,False
"Colombia,Egypt",2,0.02240250403857465,0.713001320891893,9129,False
"Colombia,Indonesia",2,0.07971252461792691,0.0034064810014107216,9129,False
"Colombia,Malaysia",2,0.10472426514306395,1.1814993428060916e-12,9129,False
"Colombia,Mexico",2,0.10301980517959203,2.404343391049224e-11,9129,False
"Colombia,Philippines",2,0.08543296991052296,0.0003879630981913351,9129,False
"Colombia,Qatar",2,0.06438165465804795,0.07347102093221225,9129,False
"Colombia,Saudi Arabia",2,0.03902786692805886,0.44357305426910254,9129,False
"Colombia,South Africa",2,0.03826766101187275,0.456504730554377,9129,False
"Colombia,South Korea",2,0.03520798824484866,0.5082673717343136,9129,False
"Colombia,Thailand",2,0.03944287824882436,0.43650738873842787,9129,False
"Colombia,Turkey",2,0.00885502504956819,0.8979901670894455,9129,False
"Dubai,Egypt",2,-0.07430025401494374,1.0942761718979455e-07,9129,False
"Dubai,Indonesia",2,-0.016990233435591574,0.6664970520816844,9129,False
"Dubai,Malaysia",2,0.008021507089545556,0.8819686544814596,9129,False
"Dubai,Mexico",2,0.006317047126073579,0.9051581424262984,9129,False
"Dubai,Philippines",2,-0.011269788142995481,0.7919292624163119,9129,False
"Dubai,Qatar",2,-0.03232110339547059,0.2942561297738253,9129,False
"Dubai,Saudi Arabia",2,-0.05767489112545961,0.0016621266528964451,9129,False
"Dubai,South Africa",2,-0.05843509704164571,0.0011978631694973263,9129,False
"Dubai,South Korea",2,-0.061494769808669865,0.0002746994310272033,9129,False
"Dubai,Thailand",2,-0.05725987980469418,0.001975126626305057,9129,False
"Dubai,Turkey",2,-0.08784773300395035,9.593124516982243e-09,9129,False
"Egypt,Indonesia",2,-0.01559576227231486,0.6864615960554854,9129,False
"Egypt,Malaysia",2,0.009415978252822256,0.859510493750504,9129,False
"Egypt,Mexico",2,0.007711518289350313,0.8825387075905704,9129,False
"Egypt,Philippines",2,-0.00987531697971876,0.8137591184499002,9129,False
"Egypt,Qatar",2,-0.030926632232193857,0.30387875212668725,9129,False
"Egypt,Saudi Arabia",2,-0.05628041996218286,0.0016295115752160694,9129,False
"Egypt,South Africa",2,-0.05704062587836899,0.001174494297591755,9129,False
"Egypt,South Korea",2,-0.06010029864539318,0.0002727500263701721,9129,False
"Egypt,Thailand",2,-0.05586540864141746,0.0019369114754637096,9129,False
"Egypt,Turkey",2,-0.08645326184067358,4.561097077804277e-08,9129,False
"Indonesia,Malaysia",2,0.06672599883217442,0.0015172050958509598,9129,False
"Indonesia,Mexico",2,0.06502153886870246,0.001375310521799733,9129,False
"Indonesia,Philippines",2,0.04743470359963347,0.0018876622041819058,9129,False
