date,country,cds_spread,yield_market,spread_M0,spread_M1,spread_M2,RNS_M0,RNS_M1,RNS_M2,yield_rf_M0,yield_rf_M1,yield_rf_M2,yield_rns_M0,yield_rns_M1,yield_rns_M2
2016-09-30,Brazil,265.8899,467.8899,0.5886630676216044,0.5886630677228866,1.1504493878208313,0.06180811063769692,0.1362225243283985,0.13280982222158705,202.5886630676216,202.58866306772288,203.15044938782083,202.06180811063768,202.1362225243284,202.1328098222216
2016-10-31,Brazil,269.8699,471.8699,0.00689689369610223,0.00689689369610223,1.7748989488900713,0.0004531264778326327,0.0015351371696059601,0.22035159483853317,202.0068968936961,202.0068968936961,203.77489894889007,202.00045312647782,202.0015351371696,202.22035159483855
2016-11-30,Brazil,303.1599,520.1599,0.05940558027546037,0.05940558027457217,5.489650509946879,0.004645865203586896,0.013442831027152269,0.8052235213829375,217.05940558027547,217.05940558027459,222.48965050994687,217.0046458652036,217.01344283102716,217.80522352138294
2016-12-31,Brazil,274.3599,558.359899999999,0.09271263435758756,0.09271263435758756,0.09342399509040963,0.0081733588774488,0.008749806747788968,0.008242631498213415,284.09271263435664,284.09271263435664,284.09342399508944,284.0081733588765,284.00874980674683,284.00824263149724
2017-01-31,Brazil,240.51,524.5099999999991,0.08530331373581515,0.08530331373603721,0.08593324577352313,0.007544520017437051,0.005607983108134318,0.00760600672524564,284.08530331373487,284.0853033137351,284.08593324577254,284.0075445200165,284.00560798310715,284.0076060067243
2017-02-28,Brazil,218.6,493.6,0.07046422592074063,0.07046422592074063,0.07074325028725047,0.006245237091015432,0.00588321435138206,0.00627248148026005,275.0704642259207,275.0704642259207,275.07074325028725,275.00624523709104,275.0058832143514,275.00627248148027
2017-03-31,Brazil,219.84,502.84000000000003,0.008461811113991117,0.008461811113991117,0.008492088187714715,0.0006063981339288205,0.0005784327682806234,0.0006087495001486087,283.008461811114,283.008461811114,283.0084920881877,283.0006063981339,283.0005784327683,283.00060874950015
2017-04-30,Brazil,213.49,480.48999999999904,0.005000427007857877,0.005000427007857877,0.0050186693370123225,0.00034300967906297775,0.000298784616006853,0.0003443613053391581,267.0050004270069,267.0050004270069,267.00501866933604,267.0003430096781,267.00029878461504,267.00034436130437
2017-05-31,Brazil,232.22,499.219999999999,0.0014144347163521885,0.0014144347163521885,0.017675618743119195,8.63582337931601e-05,0.00010754015674491191,0.0013329182191670896,267.0014144347154,267.0014144347154,267.01767561874215,267.0000863582328,267.0001075401558,267.0013329182182
2017-06-30,Brazil,237.02,491.02,9.992028432238692e-05,9.992028432238692e-05,0.002093765165417921,4.991235549867135e-06,1.2567037896427102e-05,0.00012946838164051844,254.00009992028433,254.00009992028433,254.00209376516543,254.00000499123556,254.00001256703788,254.00012946838163
