Dates,Argentina,Brazil,Chile,Colombia,Mexico,Peru,Uruguay,Angola,Egypt,Ghana,Kenya,Morocco,Nigeria,South Africa,Tunisia,Zambia,West African CFA Franc,Kazakhstan,Poland,Euro,Turkey,Ukraine,Hungary,Bahrain,Oman,Saudi,United Arab Emirates,Qatar,Iraq,Indonesia,Pakistan,Philippines,Sri Lanka,Vietnam
14.03.2014,7.902,2.3467,571.78,2041.5,13.2107,2.8045,22.58,97.6005,6.9604,2.55,86.45,8.0942,164.75,10.6711,1.5757,6.05,471.674,182.73,3.0374,0.7189,2.2128,9.7,224.28,0.37701,0.38501,3.7503,3.6729,3.6414,1165.0349,11355,99.0225,44.7,130.64,21100
21.03.2014,7.9739,2.325,565.55,1994.5,13.2313,2.8095,22.8675,97.61,6.9602,2.6354,86.55,8.1562,165.05,10.8898,1.5833,6.155,478.485,182.3,3.0425,0.725,2.234,10.55,227.07,0.377,0.385,3.7503,3.6729,3.6414,1165.0349,11423,99,45.32,130.64,21098
28.03.2014,8.0009,2.2614,550.2,1962.43,13.073,2.809,22.549,97.85,6.9601,2.6895,86.62,8.1798,164.95,10.5765,1.5851,6.25,476.8689,182.08,3.0329,0.7272,2.1913,11.0095,224.41,0.37702,0.38501,3.7503,3.673,3.6414,1165.0349,11360,98.1,44.88,130.69,21108
04.04.2014,8.0021,2.2358,555.48,1967.5,13.0039,2.8085,22.6995,97.85,6.9676,2.7198,86.66,8.2026,163.49,10.5625,1.591,6.155,481.625,182.08,3.0375,0.7298,2.1134,11.6,223.08,0.37701,0.38498,3.7503,3.673,3.6413,1165,11317,98.185,44.987,130.59,21093
11.04.2014,8.001,2.2186,549.75,1927.5,13.0425,2.7825,22.727,98.1,6.975,2.755,86.7,8.1153,160.79,10.49,1.5796,6.085,475.3901,181.99,3.0105,0.7202,2.1136,12.71,220.71,0.377,0.385,3.7503,3.673,3.6414,1165,11413,96.55,44.292,130.61,21097
18.04.2014,8.0014,2.2362,557.28,1926.58,13.0525,2.7722,22.856,97.86,6.975,2.7808,86.9,8.1504,162.35,10.505,1.5903,6.19,477.8201,182.07,3.0277,0.7239,2.1296,11.3,221.87,0.37701,0.38505,3.7503,3.673,3.6405,1165,11420,97.65,44.435,130.61,21100
25.04.2014,8.0007,2.2441,560.45,1942.5,13.1337,2.803,22.85,98.44,6.9901,2.8087,86.85,8.1325,160.85,10.6685,1.5948,6.265,474.1459,182.05,3.0442,0.7228,2.1341,11.5,224.23,0.377,0.385,3.7503,3.673,3.6405,1205.0751,11565,98.075,44.65,130.63,21100
02.05.2014,8.0013,2.222,563.3,1936.5,13.0151,2.8025,22.942,97.97,6.9952,2.83,86.85,8.1217,159.85,10.4796,1.6031,6.395,475.865,182.07,3.0319,0.7208,2.1055,11.6,221.75,0.37701,0.385,3.7503,3.673,3.6404,1205.0751,11523,98.825,44.515,130.63,21083
09.05.2014,8.0037,2.2127,555.58,1903.5,12.948,2.7885,22.9435,97.81,7.0076,2.875,87.15,8.1737,161.12,10.3481,1.6198,6.45,476.8342,182.07,3.0399,0.7267,2.0769,11.655,220.99,0.37701,0.38505,3.7504,3.673,3.64,1205.0751,11530,98.58,43.645,130.41,21100
16.05.2014,8.0545,2.2152,550.68,1922.63,12.9028,2.7895,22.99,97.6498,7.045,2.9,87.55,8.199,162.35,10.3552,1.6238,6.67,478.8531,182.07,3.0607,0.7303,2.0985,11.96,222.83,0.37701,0.385,3.7505,3.673,3.6405,1205.0751,11415,98.6175,43.743,130.35,21165
23.05.2014,8.064,2.2233,553.86,1909.5,12.8562,2.7875,22.9795,97.6535,7.1125,2.95,87.71,8.2302,162.24,10.2993,1.6319,6.88,484.0801,182.92,3.0474,0.7338,2.0816,11.95,221.67,0.37701,0.385,3.7505,3.673,3.6409,1205.0751,11615,98.855,43.67,130.4,21148
30.05.2014,8.0783,2.2413,552.75,1906.5,12.858,2.7655,22.914,97.7732,7.1326,3.0375,87.9,8.2324,162.66,10.5723,1.63,6.89,481.2068,183.77,3.0399,0.7335,2.0968,11.795,222.08,0.37701,0.38501,3.7505,3.673,3.6409,1205.0751,11675,98.6875,43.76,130.41,21158
06.06.2014,8.1297,2.2471,549.68,1884.5,12.9292,2.7841,22.93,97.6585,7.1504,3.066,87.55,8.2288,164.4,10.5875,1.64,6.455,483.8,183.56,3.0026,0.7328,2.0775,11.775,221.94,0.37701,0.385,3.7505,3.673,3.6405,1205.0751,11835,98.555,43.65,130.28,21185
13.06.2014,8.1299,2.2243,555.8,1880.5,13.0151,2.792,22.899,97.658,7.1502,3.0648,87.95,8.2822,163.77,10.6777,1.6643,6.295,484.5122,183.54,3.0419,0.7385,2.1195,11.8,226.57,0.377,0.38495,3.7507,3.673,3.6405,1205.0751,11795,98.33,43.79,130.25,21223
20.06.2014,8.1303,2.2301,556.08,1883.5,12.9909,2.8055,22.92,97.6555,7.1502,3.215,87.45,8.2534,163.35,10.6507,1.6707,6.12,482.4099,183.51,3.0656,0.7354,2.1414,11.905,224.94,0.377,0.38495,3.7506,3.673,3.6403,1205.0751,11972,98.33,43.77,130.3,21310
27.06.2014,8.1326,2.1937,551.63,1879.5,12.9625,2.795,22.834,97.58,7.1501,3.245,87.65,8.2305,163.21,10.588,1.6801,6.2,483.52,183.57,3.0428,0.7326,2.1228,11.75,226.95,0.377,0.385,3.7509,3.673,3.6405,1205.0751,11995,98.75,43.757,130.34,21330
04.07.2014,8.1382,2.221,549.38,1846.5,12.9741,2.77,22.975,97.5775,7.1501,3.34,87.82,8.2577,162.7,10.7571,1.694,6.21,485.3901,183.53,3.0519,0.7356,2.1333,11.75,228.3,0.37702,0.385,3.7507,3.6729,3.6408,1205.0751,11880,98.765,43.48,130.28,21290
11.07.2014,8.1484,2.2208,554.32,1858.5,12.9954,2.7875,22.861,97.42,7.1501,3.35,87.59,8.2477,162.33,10.7055,1.7059,6.1,484.97,183.52,3.0433,0.7349,2.1176,11.71,227.94,0.377,0.38502,3.7507,3.6729,3.6411,1205.0751,11590,98.72,43.56,130.2,21200
18.07.2014,8.1595,2.2269,567.61,1868.5,12.9476,2.7918,22.943,96.9489,7.1501,3.405,87.9,8.292,161.82,10.6476,1.7247,6.13,488.03,183.68,3.0683,0.7395,2.1243,11.64,229.12,0.37702,0.385,3.7504,3.673,3.6403,1205.0751,11615,98.9525,43.568,130.25,21215
25.07.2014,8.1765,2.2303,563.1,1849.5,12.9462,2.7855,22.985,96.956,7.1501,3.5612,87.85,8.3405,161.74,10.5125,1.7261,6.15,491.28,183.59,3.0867,0.7446,2.0941,11.91,229.77,0.37702,0.38501,3.7505,3.673,3.6403,1205.0751,11578,98.74,43.28,130.24,21228
01.08.2014,8.2357,2.2573,573.52,1876.5,13.1823,2.7982,23.311,97.8578,7.1501,3.62,87.85,8.3251,161.45,10.6784,1.7121,6.15,491.3701,182.55,3.1158,0.7448,2.1338,12.325,233.07,0.37702,0.385,3.7504,3.6729,3.6409,1205.0751,11803,98.89,43.465,130.23,21225
08.08.2014,8.2713,2.2834,575.68,1891.5,13.2487,2.7942,23.5225,97.968,7.1501,3.8,87.95,8.3452,162.7,10.6594,1.7156,6.16,492.0801,182.06,3.1323,0.7456,2.1452,12.55,233.39,0.37702,0.38502,3.7504,3.673,3.641,1205.0751,11775,98.9,44.125,130.21,21220
15.08.2014,8.2821,2.2599,579.85,1884.5,13.0742,2.8029,23.708,97.9143,7.1501,3.51,88.15,8.3539,162.15,10.5919,1.7189,6.11,489.6115,182.04,3.1386,0.7463,2.1673,13.125,234.48,0.37702,0.38502,3.7505,3.673,3.6414,1205.0751,11675,99.9525,43.673,130.18,21200
22.08.2014,8.4025,2.2778,582.96,1923.5,13.137,2.8324,24.103,97.6004,7.1501,3.87,88.31,8.4366,161.95,10.6908,1.7328,6.07,498.4399,182.12,3.1658,0.7552,2.1755,13.55,236.75,0.37702,0.385,3.7505,3.673,3.6413,1205.0751,11679,101.715,43.835,130.17,21195
29.08.2014,8.4032,2.2362,587.13,1920.5,13.0847,2.845,23.718,97.61,7.1501,3.74,88.4,8.4895,162.26,10.6666,1.7432,6.005,502.4299,182.07,3.2056,0.7615,2.163,13.2,239.77,0.37702,0.385,3.7505,3.673,3.6413,1165,11694,101.775,43.599,130.23,21195
05.09.2014,8.4024,2.2432,585.13,1932.41,13.0327,2.8505,23.972,97.626,7.1501,3.76,88.6,8.5849,162.35,10.6931,1.7592,6.055,506.4718,182.11,3.2269,0.7721,2.1582,12.8,242.2,0.37703,0.38501,3.75,3.673,3.6414,1205.0751,11755,102.2,43.66,130.23,21195
12.09.2014,8.4025,2.3387,592.25,1996.16,13.2587,2.8615,24.26,97.859,7.1501,3.42,88.85,8.5843,162.82,11.023,1.7593,6.1596,506.5892,181.89,3.2435,0.7715,2.223,12.975,242.91,0.37701,0.38501,3.7505,3.673,3.6413,1205.0751,11818,102.35,43.913,130.27,21198
19.09.2014,8.4321,2.3679,597.45,1969.41,13.2104,2.8679,24.309,98,7.1501,3.49,88.55,8.655,163.22,11.0798,1.7837,6.1903,511.0093,181.95,3.2604,0.7794,2.2346,14.4,242.68,0.37701,0.385,3.7505,3.673,3.6413,1205.0751,11968,102.82,44.433,130.32,21205
26.09.2014,8.4471,2.4203,598.66,2016.89,13.4467,2.8874,24.6895,98.2,7.1501,3.3,89.15,8.7379,163.87,11.2285,1.7975,6.2126,517.1735,181.89,3.2986,0.7884,2.2622,12.9,246.39,0.377,0.38502,3.7506,3.673,3.6415,1205.0751,12023,102.775,44.72,130.32,21220
03.10.2014,8.4664,2.459,597.63,2027.42,13.4885,2.9029,24.5195,98.388,7.1501,3.215,89.25,8.8288,164.29,11.3444,1.8165,6.2816,524.2833,181.98,3.3486,0.7991,2.2952,12.95,247.68,0.37699,0.38499,3.751,3.6728,3.6411,1205.0751,12175,102.545,44.75,130.35,21280
10.10.2014,8.4668,2.429,592.15,2049.59,13.4802,2.9044,24.418,98.594,7.1501,3.195,89.1,8.7677,164.65,11.12,1.8014,6.3114,522.4099,181.8,3.3171,0.7919,2.2875,12.95,241.95,0.37699,0.38499,3.7515,3.6729,3.6416,1205.0751,12223,102.825,44.775,130.34,21223
17.10.2014,8.4732,2.4354,586.52,2063.8,13.5237,2.904,24.375,98.8185,7.1501,3.21,89.15,8.695,165.3,11.0805,1.7961,6.354,514.0729,182.13,3.3059,0.7839,2.2459,12.9,239.53,0.37699,0.385,3.7507,3.673,3.6417,1205.0751,12108,102.9,44.905,130.66,21245
24.10.2014,8.4912,2.4787,584.3,2066,13.5596,2.912,24.25,98.97,7.1501,3.2188,89.45,8.7444,164.67,10.9303,1.8043,6.3665,517.8063,180.96,3.3255,0.7893,2.2316,13,243.35,0.37701,0.38498,3.7512,3.673,3.6416,1205.0751,12066,103.025,44.81,130.86,21275
31.10.2014,8.5013,2.4779,578.06,2057.75,13.4813,2.9215,24.162,99.49,7.1501,3.226,89.45,8.8235,165.6,11.0395,1.8188,6.2925,523.4465,180.96,3.3757,0.7983,2.2229,13,246,0.377,0.385,3.7519,3.673,3.6417,1210.05,12085,102.895,44.895,130.77,21280
07.11.2014,8.5072,2.5645,587.85,2099.03,13.541,2.9275,24.247,99.8495,7.1501,3.2145,89.85,8.8589,165.7,11.2705,1.8299,6.3589,526.6827,180.94,3.3946,0.8029,2.2581,14.52,248.3,0.37701,0.385,3.7517,3.673,3.6414,1207.5626,12170,102.35,45.04,130.91,21295
14.11.2014,8.5107,2.6015,594.9,2157.81,13.5346,2.9325,24.14,100.8505,7.1501,3.226,89.95,8.8166,171.65,11.0835,1.8285,6.3633,523.6555,180.89,3.3765,0.7984,2.2303,15.53,244.44,0.377,0.385,3.7513,3.673,3.6407,1207.5626,12210,101.76,45.03,131,21325
21.11.2014,8.5157,2.5159,594.53,2146.25,13.6175,2.9105,23.704,100.895,7.1501,3.2213,90.05,8.8941,177.2,10.9458,1.8375,6.3527,529.3391,180.92,3.3896,0.8071,2.2218,15.2,245.57,0.37702,0.385,3.7521,3.673,3.6415,1207.5626,12150,101.6,45.02,131.07,21375
28.11.2014,8.5234,2.5651,608.25,2162.5,13.9293,2.9235,23.69,101.4865,7.1501,3.2032,90.25,8.8586,178.7,11.0629,1.8432,6.3056,527.1694,181.57,3.3593,0.8033,2.2201,15.02,246.19,0.377,0.38499,3.752,3.673,3.6413,1206.5676,12203,101.9,44.915,131.15,21398
05.12.2014,8.5561,2.5876,611.88,2318,14.3591,2.9555,23.895,101.85,7.1501,3.2062,90.29,8.9567,180.24,11.3519,1.8552,6.3533,533.7974,181.57,3.3853,0.8141,2.2606,15.46,248.97,0.37701,0.38499,3.7525,3.673,3.6408,1196.5176,12299,101.405,44.543,131.15,21335
12.12.2014,8.5521,2.655,618.78,2405.62,14.7624,2.9625,24.2,102.05,7.1501,3.2162,90.5,8.8517,178.5,11.5916,1.8465,6.3538,526.6827,182.02,3.3582,0.8025,2.2985,15.76,247.19,0.37701,0.3855,3.7534,3.673,3.6414,1190,12458,100.63,44.585,131.17,21388
19.12.2014,8.5512,2.6603,611.3,2294.78,14.5977,2.967,23.958,102.195,7.1502,3.214,90.45,8.9895,179.99,11.5827,1.8595,6.2635,536.4604,183.13,3.4879,0.8178,2.3123,15.825,258.08,0.37701,0.385,3.7533,3.673,3.6412,1195.025,12490,100.575,44.77,131.2,21375
26.12.2014,8.5508,2.6691,607.95,2366.9,14.7158,2.9785,23.999,102.537,7.1501,3.2143,90.51,9.02,181.99,11.5973,1.8616,6.3352,538.9729,182.51,3.5909,0.821,2.3187,15.82,260.41,0.37701,0.38502,3.754,3.673,3.6417,1195.025,12468,100.79,44.69,131.2,21388
02.01.2015,8.5553,2.6941,613.41,2374,14.8384,2.9795,24.075,103.05,7.1501,3.2213,90.7,9.1306,183.01,11.6832,1.8759,6.3856,546.4486,182.51,3.5862,0.8332,2.345,15.82,264.81,0.37702,0.38504,3.755,3.673,3.6417,1195.025,12543,100.835,44.71,131.29,21388
09.01.2015,8.5912,2.6332,614.75,2416.98,14.603,2.9875,24.44,103.341,7.1501,3.242,91.15,9.2353,178.76,11.4947,1.8861,6.47,553.8307,183.06,3.6036,0.8444,2.2946,15.805,267.47,0.37701,0.38508,3.7522,3.673,3.6414,1195.025,12655,100.785,44.951,131.49,21370
16.01.2015,8.6013,2.6222,628.1,2366.39,14.5582,3.0143,24.697,103.375,7.1501,3.26,91.5,9.4044,184.95,11.55,1.9126,6.4628,566.9709,184.12,3.7264,0.8649,2.3259,15.85,275.22,0.37702,0.38493,3.7551,3.673,3.6407,1203.5326,12588,100.77,44.675,131.39,21340
23.01.2015,8.6267,2.5799,625.6,2389.49,14.6572,3.019,24.511,103.915,7.1501,3.265,91.86,9.6523,190.74,11.4047,1.9498,6.3772,585.2056,184.16,3.7526,0.8923,2.3499,15.8175,276.47,0.37701,0.38498,3.7535,3.673,3.6413,1200.05,12473,100.755,44.177,131.86,21350
30.01.2015,8.6424,2.6836,634.76,2440.11,14.977,3.059,24.449,104.17,7.4001,3.338,91.67,9.5848,187.6,11.6476,1.9354,6.4811,580.4929,184.79,3.7064,0.8861,2.4417,16.21,275.25,0.37701,0.38501,3.7573,3.673,3.6419,1200.05,12670,101.175,44.083,132.17,21317
06.02.2015,8.6594,2.7817,626.9,2380.05,14.8484,3.069,24.454,105.45,7.5901,3.3975,91.35,9.5753,194.05,11.5039,1.9336,6.5554,582.0701,185.1,3.6731,0.8838,2.4746,25.25,270.4,0.37703,0.385,3.761,3.673,3.6414,1200.05,12617,101.15,44.15,132.96,21282
13.02.2015,8.6827,2.8342,618.59,2389.1,14.8852,3.0815,24.597,105.05,7.6301,3.415,91.55,9.519,203.55,11.666,1.9229,6.6644,575.3756,185.06,3.6737,0.8778,2.4571,26.1,268.96,0.37701,0.38498,3.7528,3.673,3.6414,1200.05,12789,101.455,44.285,132.9,21330
20.02.2015,8.7042,2.8689,616.01,2457.24,15.0313,3.0845,24.66,105.9,7.6301,3.5013,91.42,9.5204,199.6,11.6426,1.927,6.9836,576.4374,185.28,3.6616,0.8787,2.4534,28,268,0.37701,0.38498,3.7517,3.673,3.642,1200.05,12811,101.71,44.245,133,21330
27.02.2015,8.7256,2.8389,617.65,2499.8,14.9499,3.0925,24.64,106.35,7.6276,3.4969,91.55,9.6455,202.77,11.6585,1.9458,6.8607,586.1731,185.07,3.7052,0.8931,2.5082,27.25,270.37,0.37701,0.3845,3.7515,3.673,3.6418,1200.05,12928,101.86,44.095,133.15,21348
06.03.2015,8.7595,3.0642,627.6,2584.53,15.4986,3.0955,24.844,106.25,7.6276,3.5287,91.1,9.8887,199.9,12.0438,1.9816,6.99,604.5686,185.37,3.8095,0.9223,2.6236,22.75,281.87,0.37701,0.38499,3.7505,3.673,3.642,1200.05,12974,101.8,44.095,133,21350
13.03.2015,8.7823,3.2486,639.22,2669.82,15.4877,3.097,25.3085,106.8,7.6301,3.565,91.75,10.1772,199.54,12.4792,1.9872,7.3118,625.9429,185.35,3.9528,0.9527,2.6398,21.65,291.21,0.37701,0.38499,3.7503,3.673,3.6417,1200.05,13198,101.77,44.31,133.05,21390
20.03.2015,8.798,3.2308,633,2572.81,15.0562,3.084,25.5125,107.35,7.6301,3.69,92.03,9.9179,199.25,12.0189,1.9389,7.7018,606.7777,185.62,3.8184,0.9242,2.5742,21.95,280.25,0.377,0.38498,3.7503,3.673,3.6418,1200.05,13118,102.1575,44.815,132.8,21495
27.03.2015,8.8087,3.2499,623.06,2558.25,15.2373,3.0925,25.75,108.15,7.6301,3.7825,92.2,9.8619,199.05,12.0438,1.939,7.5862,601.8783,185.84,3.7646,0.9183,2.6105,23.435,275.74,0.37703,0.385,3.7506,3.673,3.6419,1205.025,13066,101.9,44.765,133.1,21535
03.04.2015,8.826,3.1223,615.3,2581,14.8272,3.09,25.6875,108.25,7.6276,3.82,92.8,9.8151,199.05,11.7997,1.9276,7.5746,599.9199,185.7,3.7008,0.9114,2.5726,22.7,272.62,0.37702,0.38502,3.7515,3.6729,3.6414,1205.025,13003,101.835,44.58,133.25,21585
10.04.2015,8.8484,3.0753,620.23,2509,15.2263,3.1195,26.3,108.7,7.6301,3.82,93,10.0918,199.13,11.9962,1.9783,7.3143,618.5063,185.81,3.7932,0.9432,2.6286,22.55,280.01,0.37704,0.3845,3.7512,3.673,3.6414,1207.5126,12918,101.865,44.385,133.05,21605
17.04.2015,8.8668,3.0408,612.79,2499.73,15.3356,3.124,26.612,109.16,7.6301,3.82,93.5,9.9296,199.05,12.0675,1.9483,7.3776,606.385,185.81,3.7274,0.9254,2.6784,20.95,278.61,0.37703,0.38498,3.751,3.673,3.6406,1207.5126,12855,101.515,44.286,133.1,21590
24.04.2015,8.8889,2.9512,612.9,2453.75,15.382,3.134,26.35,108.98,7.6301,3.8475,94.25,9.8894,198.56,12.1222,1.9481,7.4241,603.6506,186.07,3.7145,0.9195,2.7143,22.95,278.91,0.37696,0.385,3.7505,3.673,3.6384,1207.5126,12921,101.64,44.25,133.16,21595
01.05.2015,8.9068,3.0144,611.79,2391.5,15.542,3.1305,26.358,109.2,7.6301,3.8625,94.7,9.6728,198.05,12.0658,1.9108,7.4296,585.1012,186.06,3.6366,0.893,2.7081,21.25,271.31,0.37699,0.38495,3.7501,3.673,3.6406,1220,12964,101.715,44.53,133.3,21590
08.05.2015,8.9277,2.9739,604.6,2355.02,15.1208,3.1445,26.29,110.014,7.6301,3.855,95.5,9.714,199.31,11.9183,1.9214,7.3575,589.2061,185.95,3.6134,0.8921,2.6962,21,269.94,0.37702,0.3845,3.75,3.673,3.6409,1207.5126,13125,101.745,44.61,133.51,21535
15.05.2015,8.9464,2.9931,595.79,2414.75,15.0077,3.1455,26.535,109.5,7.6301,3.9,95.8,9.5751,197.67,11.7974,1.9069,7.2306,575.1899,186.06,3.5298,0.8735,2.5754,20.9,267.47,0.37704,0.3845,3.7502,3.673,3.6448,1207.5126,13090,101.985,44.5,133.6,21765
22.05.2015,8.9715,3.0943,608.48,2491.66,15.266,3.1475,26.8225,109.8,7.6301,3.93,97.35,9.8013,199.17,11.8919,1.9539,7.0962,595.8099,186.09,3.7307,0.908,2.5991,20.75,278.73,0.37704,0.3845,3.7501,3.673,3.6445,1207.5126,13158,101.96,44.544,133.75,21805
29.05.2015,8.9915,3.1787,617.95,2531.42,15.378,3.1568,26.776,110.8192,7.6301,4.03,97.5,9.8326,198.75,12.1525,1.9669,7.2845,599.4199,185.97,3.7416,0.9098,2.6629,21.05,281.46,0.37704,0.3845,3.7502,3.673,3.64,1207.5126,13225,102,44.58,134,21815
05.06.2015,9.0139,3.1422,636.75,2623.06,15.7115,3.1545,26.7695,117.7085,7.6301,4.1,96.9,9.7658,198.41,12.5792,1.946,7.2435,590.2344,185.97,3.7424,0.8998,2.6607,21.045,280.61,0.37703,0.38497,3.7502,3.673,3.6411,1207.5126,13278,101.87,44.87,134,21813
12.06.2015,9.035,3.1185,631.24,2526.48,15.4032,3.1555,26.7595,118.7856,7.6301,4.285,97.2,9.6686,198.85,12.3793,1.9351,7.3056,582.8657,186.35,3.6804,0.8873,2.7135,21.05,277.09,0.37699,0.3845,3.7503,3.673,3.6405,1207.5126,13336,101.725,45.135,134.21,21800
19.06.2015,9.0568,3.0978,632.62,2553.4,15.3486,3.1685,26.712,120.2167,7.6301,4.365,98.55,9.6243,198.95,12.1636,1.9256,7.4159,578.2668,186.06,3.6821,0.8809,2.6948,21.7,275.86,0.37705,0.3845,3.7505,3.673,3.6405,1207.5126,13333,101.745,45.15,134.3,21805
26.06.2015,9.0781,3.1293,635.03,2583.65,15.5582,3.1725,26.8615,121.7819,7.6276,4.3875,98.5,9.7167,199,12.2014,1.9485,7.3741,587.2227,186.21,3.7375,0.8951,2.6646,20.995,279.56,0.37703,0.385,3.7509,3.673,3.6407,1207.5126,13308,101.785,45.085,133.83,21839
03.07.2015,9.1004,3.1341,636.54,2636.9,15.7302,3.1765,27.1295,122.9205,7.6301,4.09,99.6,9.7485,198.95,12.3166,1.9561,7.5544,590.5798,186.21,3.7699,0.9005,2.6901,21.15,283.18,0.37703,0.3845,3.7502,3.673,3.6409,1207.5126,13321,101.74,45.025,133.65,21805
10.07.2015,9.121,3.1599,646.86,2673.27,15.7137,3.1765,27.3435,125.0242,7.83,3.525,101.7,9.7341,197.45,12.4503,1.9489,7.7906,588.5927,186.55,3.7438,0.8962,2.6667,21.95,279.4,0.37704,0.385,3.7502,3.673,3.6419,1207.5126,13315,101.7,45.125,133.65,21810
17.07.2015,9.1438,3.1881,646.09,2761.4,15.9266,3.1825,27.54,125.863,7.7301,3.31,102.45,9.9046,199,12.36,1.9806,7.6731,604.8752,187.2,3.7921,0.9234,2.6529,22.605,285.28,0.37704,0.3845,3.7505,3.673,3.641,1207.5126,13346,101.8,45.15,133.69,21817
24.07.2015,9.17,3.3554,646.13,2852.88,16.2669,3.185,28.4315,126.2446,7.83,3.375,101.25,9.8312,198.95,12.6686,1.9685,7.5411,597.5468,187.05,3.7724,0.9106,2.7378,22,283.6,0.37702,0.38502,3.7505,3.673,3.641,1207.5126,13446,101.815,45.49,133.71,21825
31.07.2015,9.1867,3.4211,671.68,2880.45,16.1088,3.191,28.478,126.2505,7.83,3.65,102.3,9.8143,198.9,12.6808,1.9678,7.662,597.2747,187.8,3.771,0.9104,2.7708,21.225,279.63,0.37705,0.385,3.7505,3.673,3.6413,1207.5126,13531,101.79,45.74,133.79,21818
07.08.2015,9.214,3.5071,677.34,2937.5,16.1575,3.2025,28.4605,126.2515,7.6276,3.86,101.19,9.8408,199.1,12.6263,1.9643,7.8462,603.5432,187.65,3.8158,0.9118,2.7807,21.125,283.44,0.37705,0.38502,3.75,3.673,3.639,1204.03,13541,101.815,45.74,133.82,21815
14.08.2015,9.2392,3.482,684.45,2993,16.3747,3.2415,28.4435,126.4038,7.83,4,102.25,9.7632,199,12.8248,1.9548,7.915,590.4469,188.31,3.7637,0.9002,2.8338,22.04,279.67,0.37721,0.38485,3.7503,3.673,3.6409,1201.5177,13788,101.845,46.215,134.29,22103
21.08.2015,9.2582,3.4998,698.17,3107.95,16.9871,3.2695,28.425,126.4043,7.7301,4.155,103.4,9.6084,199.05,12.9695,1.9177,8.1786,582.4253,234.99,3.7143,0.8782,2.919,22.545,276.36,0.37708,0.38467,3.7508,3.673,3.6408,1201.5177,13943,102.01,46.495,134.1,22498
28.08.2015,9.2892,3.5819,692.48,3075.74,16.75,3.226,28.459,126.0276,7.7301,3.985,103.9,9.7273,198.97,13.3016,1.9537,8.5823,591.8009,240.52,3.7676,0.8941,2.9237,21.2,281.02,0.37726,0.38515,3.751,3.673,3.6416,1201.5177,13983,104,46.728,134.41,22463
04.09.2015,9.3195,3.843,692.35,3126.07,16.9398,3.215,28.624,126.4068,7.83,3.8,105.65,9.7451,199.05,13.8542,1.9668,9.9341,594.361,241.07,3.7934,0.8969,3.0086,22.05,281.51,0.3774,0.38525,3.7509,3.673,3.6416,1199.0551,14168,104.2488,46.732,137.75,22473
11.09.2015,9.3513,3.8735,688.13,3043,16.8387,3.2085,28.806,130.6263,7.7301,4.02,105.35,9.6472,199.05,13.5534,1.946,9.7828,585.9717,263.07,3.7109,0.882,3.0458,21.807,276.41,0.37745,0.3845,3.7508,3.6729,3.6403,1199.0551,14331,104.475,46.885,139.07,22471
18.09.2015,9.3788,3.9446,679.14,2985,16.6523,3.1915,28.785,135.8597,7.83,3.93,105.15,9.6614,199.04,13.3284,1.9515,9.9774,586.098,279.04,3.7218,0.8849,3.0052,21.8,275.1,0.37715,0.38495,3.7505,3.673,3.6411,1199.0551,14380,104.38,46.41,140.55,22475
25.09.2015,9.4053,3.9765,701.56,3073.98,16.972,3.2235,28.899,135.4,7.7301,3.8115,105.5,9.7229,199.26,13.9152,1.9671,10.82,592.1951,270.05,3.7737,0.893,3.0473,21.557,281.32,0.37715,0.385,3.7503,3.6729,3.6418,1215,14686,104.44,46.87,141,22490
02.10.2015,9.4353,3.9325,689.3,3018.8,16.7588,3.224,29.107,135.25,7.83,3.75,103.9,9.7127,198.72,13.7316,1.9582,12.3861,590.35,271.72,3.7886,0.8919,2.9917,21.15,278.02,0.37723,0.38498,3.7503,3.6728,3.6418,1215,14645,104.5035,46.775,141.25,22478
09.10.2015,9.3448,3.7662,678.02,2869.5,16.432,3.212,29.086,136.429,7.83,3.7512,103.1,9.6372,199.35,13.3512,1.9444,11.7876,587.7249,274.45,3.7163,0.8804,2.9113,21.8515,274.26,0.37743,0.38515,3.7504,3.673,3.6417,1215,13428,104.44,45.888,140.38,22200
16.10.2015,9.4874,3.9253,675.02,2883.6,16.426,3.2475,29.31,135,7.83,3.875,102.5,9.6432,199.25,13.0851,1.9448,11.9223,588.1728,276.77,3.7319,0.8813,2.8916,21.275,273.44,0.37735,0.385,3.7501,3.673,3.6417,1215,13530,104.365,45.998,140.8,22281
23.10.2015,9.5179,3.8771,686.78,2916.4,16.5919,3.2705,29.38,135.275,8.0301,3.8,102.2,9.8227,199.05,13.6412,1.9975,12.0984,599.1298,277.7,3.8605,0.9076,2.908,22.751,283.09,0.37725,0.38505,3.7503,3.673,3.6416,1199.0551,13633,104.44,46.455,140.8,22313
30.10.2015,9.5111,3.8568,691.6,2896.7,16.5021,3.287,29.365,135.3,8.0301,3.86,102.05,9.8377,199.04,13.8224,1.9896,12.5732,600.0884,280.08,3.8617,0.9086,2.915,22.95,282.16,0.37725,0.38495,3.7502,3.673,3.6404,1198.0601,13695,105.475,46.825,141.11,22336
06.11.2015,9.5792,3.7692,699.54,2891.4,16.8075,3.313,29.449,135.31,8.0301,3.8075,102.3,9.9741,198.57,14.1639,2.029,12.9681,620.9749,307.5,3.9791,0.9311,2.9183,22.4885,292.85,0.37715,0.385,3.7503,3.673,3.6402,1198.0601,13563,105.4985,46.941,141.6,22364
