COUNTRY;INDICATOR;FREQUENCY;SCALE;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
Turkey;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;55.035;54.246;45.134;25.337;8.599;8.179;9.597;8.756;10.444;6.251;8.566;6.472;8.892;7.493;8.855;7.671;7.775;11.144;16.332;15.177;12.279;19.596;72.309;53.859;58.506
Australia;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;9.961;3.575;0.786;-1.643;4.158;3.018;1.99;1.769;4.068;3.369;7.468;0.415;7.299;6.24;6.905;5.526;7.269;2.051;4.617;1.717;-4.095;0.69;0.304;1.886;-0.062
New Zealand;Current account balance (credit less debit) - US dollar;Annual;Billions;-1.809;-0.437;-1.32;-2.046;-4.668;-8.089;-7.889;-9.243;-10.508;-2.65;-3.327;-4.671;-6.885;-5.934;-6.267;-4.973;-3.819;-5.844;-8.885;-6.032;-2.254;-15.05;-22.669;-17.578;-15.841
Spain;All Items - Consumer price index (CPI) - Period average;Annual;Units;71.215;73.227;75.856;78.21;80.598;83.326;86.293;88.747;92.413;92.192;94.075;96.944;99.306;100.825;100.633;100;99.663;101.693;103.458;104.264;103.913;107.038;115.947;119.889;123.327
Australia;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;28405.941;29423.692;30776.092;31968.526;33805.353;35452.11;36928.175;38842.799;39749.298;40052.431;40945.39;42287.243;43915.341;44929.271;46209.198;47044.416;47969.993;49236.106;51230.375;53528.465;53805.254;60322.086;65885.222;68094.798;69351.798
New Zealand;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;39373.867;40091.337;41292.013;42301.065;43687.236;44576.402;45290.899;46421.135;45953.308;45023.113;45293.131;45692.953;46608.021;47232.229;48240.591;48970.496;49795.611;50406.438;51244.236;51988.868;50381.2;53079.825;54534.776;54366.374;53132.653
New Zealand;Gross debt - General government - Domestic currency;Annual;Billions;35.532;35.566;35.289;34.984;34.435;33.416;31.09;29.879;36.001;46.694;59.808;73.27;77.151;78.855;82.334;86.094;89.017;89.166;84.996;101.818;140.058;167.769;180.784;193.786;214.399
New Zealand;Expenditure - General government - Percent of GDP;Annual;Units;38.311;37.247;36.775;36.686;36.162;37.116;37.853;37.085;38.506;40.347;42.928;42.365;39.709;38.603;37.655;37.196;36.415;35.586;36.079;38.792;42.012;41.877;41.803;41.214;41.862
Australia;Net debt - General government - Domestic currency;Annual;Billions;48.955;34.211;21.576;6.249;-10.971;-36.656;-65.566;-82.23;-65.384;15.482;85.995;155.174;209.019;251.439;307.574;362.179;396.928;419.98;456.538;555.527;711.802;784.3;781.5;815.2;875.159
Portugal;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-3.354;-4.734;-3.735;-5.659;-5.988;-6.106;-4.073;-2.911;-3.811;-9.874;-11.419;-7.728;-6.203;-5.214;-7.316;-4.374;-1.944;-3.002;-0.425;0.117;-5.752;-2.825;-0.311;1.212;0.699
Portugal;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;-4.563;3.542;10.076;19.083;4.74;-5.598;9.508;10.408;-0.928;-18.021;1.607;10.284;-2.323;10.544;4.429;4.801;2.05;6.074;3.36;3.604;-11.307;10.692;8.207;-0.083;3.706
Portugal;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.454;0.452;0.443;0.424;0.41;0.395;0.382;0.372;0.363;0.354;0.342;0.324;0.301;0.289;0.281;0.277;0.274;0.272;0.271;0.277;0.264;0.256;0.265;0.263;0.259
Spain;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;39681.845;40865.492;41195.881;41689.489;42244.385;43035.228;44000.795;44673.489;44460.973;42557.98;42433.216;42025.656;40913.834;40517.985;41196.096;42875.314;44050.706;45182.943;45995.198;46501.693;41342.074;44025.218;46246.769;46855.839;48030.591
Malta;Expenditure - General government - Domestic currency;Annual;Billions;1.768;1.895;1.962;2.17;2.056;2.187;2.286;2.379;2.627;2.587;2.749;2.918;3.118;3.258;3.541;3.868;3.852;4.1;4.716;5.091;6.044;6.581;6.889;7.54;8.61
Portugal;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;2.805;4.41;3.701;3.237;2.51;2.13;3.046;2.422;2.652;-0.903;1.391;3.554;2.776;0.44;-0.16;0.508;0.636;1.556;1.168;0.3;-0.121;0.941;8.103;5.264;2.67
Malta;Gross debt - General government - Domestic currency;Annual;Billions;2.654;2.989;2.927;3.267;3.45;3.606;3.473;3.585;3.837;4.153;4.463;4.848;4.907;5.28;5.436;5.627;5.774;5.711;5.669;5.728;6.982;8.272;9.01;9.79;10.653
Portugal;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;128.415;135.775;142.554;146.068;152.248;158.553;166.26;175.483;179.103;175.417;179.86;176.318;168.539;170.676;173.187;179.393;186.381;195.509;204.998;214.49;201.033;216.494;243.957;267.923;285.181
Malta;All Items - Consumer price index (CPI) - Period average - percent change;Annual;Units;3.037;2.514;2.614;1.931;2.726;2.522;2.576;0.697;4.684;1.84;2.041;2.513;3.227;0.979;0.771;1.176;0.9;1.261;1.741;1.523;0.787;0.706;6.13;5.564;2.441
Malta;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;0.527;0.538;0.544;0.544;0.543;0.537;0.533;0.531;0.538;0.547;0.555;0.552;0.554;0.557;0.56;0.578;0.584;0.586;0.587;0.564;0.558;0.552;0.542;0.55;0.554
Spain;Output gap - Percent of potential GDP;Annual;Units;0.728;1.783;1.69;1.763;2.037;2.758;4.122;5.321;4.219;-0.915;-1.491;-2.376;-5.234;-6.71;-6.056;-3.938;-2.149;-0.15;1.82;3.197;-8.396;-3.503;0.504;0.295;1.13
Ireland;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;17.373;11.761;7.345;-6.968;6.997;3.923;2.772;8.778;-5.92;6.307;2.483;-0.636;-2.196;-0.352;16.306;59.15;0.804;3.416;8.625;7.206;15.9;18.431;20.444;-13.414;5.486
Spain;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;5.053;3.919;2.756;2.939;3.115;3.551;4.043;3.534;0.767;-3.768;0.094;-0.64;-2.865;-1.427;1.52;4.061;2.915;2.896;2.395;1.961;-10.94;6.683;6.37;2.461;3.455
Portugal;Structural balance - General government - Domestic currency;Annual;Billions;-5.185;-6.569;-8.319;-11.128;-12.28;-9.583;-8.113;-7.946;-11.14;-16.409;-16.877;-13.328;-7.349;-5.704;-2.596;-2.948;-2.043;-1.767;-1.525;-1.115;-4.022;-1.928;-1.555;2.354;0.898
Portugal;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-4.306;-6.428;-5.324;-8.266;-9.117;-9.681;-6.771;-5.108;-6.825;-17.32;-20.538;-13.626;-10.455;-8.899;-12.671;-7.846;-3.624;-5.869;-0.872;0.25;-11.564;-6.117;-0.758;3.246;1.994
Spain;Expenditure - General government - Domestic currency;Annual;Billions;253.353;269.274;289.607;307.871;333.613;356.857;385.827;422.204;459.823;494.355;493.815;490.976;510.092;473.465;468.113;474.881;473.208;480.265;503.364;526.652;580.771;611.47;637.831;680.952;722.846
Portugal;Gross domestic product (GDP) - Current prices - Per capita - Domestic currency;Annual;Units;12479.665;13102.265;13681.311;13965.992;14522.17;15095.47;15800.781;16644.605;16963.416;16598.443;17011.132;16673.813;16003.416;16295.185;16621.217;17279.461;17996.47;18907.817;19835.988;20714.755;19358.277;20801.281;23303.098;25327.935;26695.979
Portugal;Revenue - General government - Percent of GDP;Annual;Units;39.483;39.386;40.452;39.726;40.07;40.65;41.076;41.636;41.675;40.384;40.468;42.3;42.631;44.744;44.343;43.842;42.922;42.484;42.856;42.597;43.371;44.518;43.563;43.523;43.468
Portugal;Gross domestic product (GDP) - Constant prices - Percent change;Annual;Units;3.816;1.944;0.771;-0.931;1.789;0.782;1.625;2.507;0.319;-3.122;1.738;-1.714;-4.051;-0.984;0.741;1.59;2.004;3.315;2.946;2.746;-8.205;5.559;6.986;2.613;1.925
Malta;Gross domestic product (GDP) - Purchasing power parity (PPP) international dollar - percent of world GDP - Percent - ICP benchmarks 2017-2021;Annual;Units;0.016;0.015;0.015;0.015;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.014;0.015;0.016;0.016;0.017;0.018;0.018;0.018;0.019;0.019;0.02;0.021
Malta;Structural balance - General government - Domestic currency;Annual;Billions;-0.298;-0.291;-0.274;-0.48;-0.18;-0.085;-0.101;-0.134;-0.318;-0.126;-0.066;-0.032;-0.005;0.016;0.01;-0.085;0.23;0.198;-0.004;-0.058;-0.129;-0.465;-0.175;-0.884;-0.841
Portugal;Rate - Domestic currency per international dollar in PPP terms - ICP benchmarks 2017-2021;Annual;Units;0.563;0.571;0.586;0.594;0.593;0.594;0.594;0.596;0.595;0.598;0.595;0.582;0.569;0.572;0.566;0.572;0.577;0.576;0.571;0.551;0.543;0.538;0.529;0.546;0.556
Portugal;Gross debt - General government - Domestic currency;Annual;Billions;69.592;77.908;85.595;93.333;102.158;114.553;122.5;127.626;135.478;154.014;179.996;201.045;216.747;223.313;229.391;235.046;244.495;246.399;248.277;249.044;269.578;268.189;271.358;261.849;270.723
Malta;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;17236.9;16990.151;17313.204;17833.051;17790.165;18175.768;18493.379;19394.945;20140.156;19709.631;20774.491;20932.121;21657.255;22805.981;24162.688;25844.51;26250.626;29027.048;30100.434;30177.821;27896.01;31559.409;32091.377;34067.274;35681.939
Malta;Exports of goods - Volume - Free on board (FOB) - Percent change;Annual;Units;;-3.979;6.312;-0.342;-2.104;4.303;17.511;10.865;19.409;-21.214;25.899;10.546;10.377;-11.333;-10.523;1.787;-3.074;12.494;4.149;-1.799;4.926;4.623;19.33;-10.806;4.96
Malta;Current account balance (credit less debit) - US dollar;Annual;Billions;-0.209;-0.064;0.045;-0.067;-0.332;-0.523;-0.635;-0.307;-0.095;-0.563;-0.408;-0.019;0.157;0.27;0.989;0.299;-0.066;2.68;2.156;2.924;2.625;1.851;-0.145;1.422;1.38
Portugal;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;35255.289;35687.944;35766.645;35301.055;35846.679;36059.995;36579.966;37423.337;37488.691;36283.674;36897.193;36260.016;34933.612;34779.488;35220.201;35910.308;36719.552;37996.863;39137.148;40134.761;36733.992;38690.771;41151.821;41790.86;42179.307
Malta;Gross domestic product (GDP) - Constant prices - Per capita - purchasing power parity (PPP) international dollar - ICP benchmark 2021;Annual;Units;31971.417;31513.741;32112.947;33077.173;32997.627;33712.851;34301.964;35974.211;37356.446;36557.899;38533.025;38825.402;40170.397;42301.083;44817.536;47937.018;48690.292;53840.067;55831.01;55974.548;51742.19;58537.151;59523.859;63188.8;66183.719
Malta;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;6.701;6.65;6.833;7.085;7.114;7.319;7.49;7.867;8.214;8.099;8.601;8.687;9.043;9.612;10.345;11.341;11.803;13.334;14.293;14.877;14.362;16.289;16.693;18.466;19.722
Malta;Expenditure - General government - Percent of GDP;Annual;Units;42.917;44.408;43.607;45.568;41.955;42.543;42.484;41.163;42.125;41.149;40.065;41.494;41.687;40.079;39.572;37.846;35.456;32.707;34.478;34.882;42.081;39.432;38.323;36.055;37.317
Spain;Net debt - General government - Percent of GDP;Annual;Units;47.236;44.405;40.973;38.511;35.832;31.788;26.75;22.383;25.341;36.461;45.786;56.116;72.089;81.291;85.663;85.25;86.396;85.553;84.234;83.073;101.969;97.392;92.075;89.611;87.288
Malta;All Items - Consumer price index (CPI) - End-of-period (EoP) - percent change;Annual;Units;1.017;3.565;2.052;2.447;1.885;3.371;0.772;3.054;4.982;-0.439;4.044;1.476;2.75;1.01;0.381;1.253;0.963;1.336;1.239;1.283;0.164;2.625;7.289;3.699;1.843
Malta;Net debt - General government - Domestic currency;Annual;Billions;2.359;2.685;2.672;2.922;3.091;3.168;3.003;3.029;3.296;3.499;3.756;4.004;4.186;4.548;4.598;4.783;4.413;4.195;4.229;4.117;5.519;6.611;7.253;7.707;8.475
Malta;Gross domestic product (GDP) - Current prices - Fiscal year - Domestic currency;Annual;Billions;4.12;4.268;4.5;4.761;4.901;5.141;5.381;5.778;6.236;6.288;6.862;7.033;7.48;8.129;8.949;10.221;10.864;12.536;13.679;14.594;14.363;16.69;17.975;20.911;23.071
Portugal;Gross debt - General government - Percent of GDP;Annual;Units;54.193;57.38;60.044;63.897;67.099;72.249;73.679;72.728;75.643;87.799;100.075;114.024;128.604;130.841;132.453;131.023;131.18;126.029;121.112;116.11;134.096;123.878;111.232;97.733;94.93
Malta;Gross domestic product (GDP) - Current prices - Per capita - US dollar;Annual;Units;10397.838;10403.09;11307.263;13654.823;15276.944;15873.473;16748.278;19655.101;22487.727;21318.804;21989.786;23585.252;23028.989;25617.752;27772.945;25847.297;26738.152;30816.538;34035.11;33145.433;31837.431;38271.621;36417.102;41725.126;45166.804
Spain;Net lending (+) / net borrowing (-) - General government - Percent of GDP;Annual;Units;-1.161;-0.455;-0.317;-0.375;-0.095;1.231;2.122;1.883;-4.56;-11.237;-9.487;-9.695;-11.497;-7.492;-6.073;-5.265;-4.265;-3.096;-2.576;-3.04;-10.025;-6.658;-4.632;-3.517;-3.148
Portugal;Gross national savings - Percent of GDP;Annual;Units;17.922;18.039;17.313;16.45;15.596;13.59;12.906;13.361;11.344;10.953;10.803;13.451;13.94;15.716;15.203;15.927;16.711;18.516;18.933;18.984;18.326;20.272;19.35;21.028;22.232
Spain;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;10.662;14.262;14.59;13.145;14.242;25.204;33.919;31.827;-39.22;-106.476;-85.819;-82.691;-92.848;-46.413;-32.099;-29.083;-21.163;-10.129;-4.843;-12.55;-90.325;-58.348;-34.886;-25.929;-21.288
Portugal;Expenditure - General government - Domestic currency;Annual;Billions;55.008;59.905;62.991;66.292;70.123;74.133;75.064;78.172;81.466;88.16;93.325;88.209;82.305;85.265;89.467;86.496;83.622;88.928;88.725;91.117;98.754;102.495;107.034;113.362;121.968
Malta;Gross domestic product (GDP) - Per capita - purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Units;20095.269;20253.594;20959.431;22014.969;22552.559;23763.923;24924.842;26848.148;28416.811;27980.874;29851.052;30698.127;32352.955;34648.85;37349.464;40319.887;41342.616;46533.967;49098.302;52533.76;50034.043;58537.151;63757.442;70187.344;75338.986
Spain;Expenditure - General government - Percent of GDP;Annual;Units;39.124;38.415;38.627;38.355;38.79;38.449;38.392;39.182;41.335;46.073;45.845;45.942;49.238;46.162;45.056;43.683;42.139;41.047;41.522;42.007;51.431;49.493;46.359;45.465;45.339
Malta;All Items - Consumer price index (CPI) - Period average;Annual;Units;72.338;74.157;76.095;77.564;79.678;81.688;83.792;84.376;88.328;89.953;91.789;94.096;97.133;98.083;98.84;100.003;100.903;102.175;103.954;105.538;106.368;107.119;113.686;120.011;122.941
Portugal;Gross domestic product (GDP) - Constant prices - Domestic currency;Annual;Billions;195.038;198.828;200.361;198.497;202.047;203.627;206.936;212.123;212.8;206.157;209.739;206.145;197.794;195.848;197.3;200.436;204.453;211.23;217.454;223.424;205.093;216.494;231.618;237.67;242.246
Portugal;Gross capital formation - Percent of GDP;Annual;Units;28.777;28.158;25.904;23.115;23.824;23.359;22.926;23.1;23.579;20.843;21.199;18.661;15.754;14.683;15.344;15.938;16.028;17.446;18.525;18.768;19.419;20.935;21.374;20.478;20.142
Spain;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-4.236;-4.316;-3.661;-3.821;-5.418;-7.195;-8.796;-9.351;-8.791;-3.977;-3.558;-2.614;0.156;2.081;1.78;2.046;3.147;2.793;1.877;2.129;0.789;0.773;0.419;2.732;3.179
Ireland;Exports of goods and services - Volume - Free on board (FOB) - Percent change;Annual;Units;21.189;14.008;6.475;-1.698;6.521;5.479;6.051;8.902;-3.803;4.648;5.982;3.109;-0.823;10.567;14.495;39.426;5.306;11.018;4.844;11.026;13.557;13.141;12.026;-3.925;8.568
Spain;Gross domestic product (GDP) - Current prices - Domestic currency;Annual;Billions;647.569;700.958;749.744;802.683;860.059;928.122;1004.976;1077.541;1112.432;1072.99;1077.145;1068.69;1035.964;1025.652;1038.949;1087.112;1122.967;1170.024;1212.276;1253.71;1129.214;1235.474;1375.863;1497.761;1594.33
Portugal;Gross domestic product (GDP) - Price deflator - Index;Annual;Units;65.841;68.288;71.149;73.587;75.353;77.864;80.344;82.727;84.165;85.089;85.755;85.531;85.209;87.147;87.779;89.501;91.161;92.557;94.272;96.001;98.02;100;105.328;112.729;117.724
Portugal;Gross domestic product (GDP) - Current prices - US dollar;Annual;Billions;118.658;121.605;134.7;165.185;189.296;197.363;208.767;240.524;263.388;244.402;238.639;245.383;216.674;226.681;230.138;199.059;206.249;220.785;242.203;240.142;229.435;256.226;257.101;289.781;308.581
Malta;Net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-0.24;-0.278;-0.253;-0.431;-0.21;-0.145;-0.132;-0.119;-0.253;-0.196;-0.152;-0.21;-0.247;-0.178;-0.133;-0.086;0.119;0.427;0.254;0.105;-1.253;-1.161;-0.955;-0.972;-0.825
Portugal;Net debt - General government - Domestic currency;Annual;Billions;53.285;60.25;66.045;73.002;81.597;92.241;98.8;106.237;114.72;133.417;147.674;182.441;196.602;201.967;208.121;216.839;221.995;226.559;231.677;234.572;245.688;252.645;257.435;250.427;257.417
Malta;Gross domestic product (GDP) - Current prices - Purchasing power parity (PPP) international dollar - ICP benchmarks 2017-2021;Annual;Billions;7.812;7.928;8.271;8.746;9.018;9.569;10.095;10.89;11.589;11.498;12.359;12.739;13.509;14.603;15.991;17.693;18.589;21.377;23.314;25.897;25.76;30.212;33.165;38.045;41.641
Malta;Gross debt - General government - Percent of GDP;Annual;Units;64.417;70.046;65.051;68.626;70.39;70.151;64.545;62.037;61.526;66.045;65.033;68.938;65.611;64.945;60.745;55.048;53.149;45.558;41.443;39.249;48.611;49.562;50.125;46.818;46.173
Malta;Net debt - General government - Percent of GDP;Annual;Units;57.248;62.91;59.373;61.373;63.064;61.625;55.806;52.428;52.851;55.653;54.731;56.932;55.965;55.949;51.377;46.789;40.623;33.467;30.918;28.213;38.429;39.611;40.351;36.854;36.736
Spain;Employed persons - Persons for countries / Index for country groups;Annual;Millions;15.645;16.291;16.79;17.476;18.142;19.207;19.939;20.58;20.47;19.107;18.724;18.421;17.633;17.139;17.344;17.866;18.342;18.825;19.328;19.779;19.202;19.833;20.548;21.182;21.654
Portugal;Gross domestic product (GDP) - Constant prices - Per capita - Domestic currency;Annual;Units;18954.266;19186.874;19229.186;18978.871;19272.215;19386.899;19666.451;20119.871;20155.008;19507.156;19837.001;19494.437;18781.323;18698.462;18935.402;19306.424;19741.496;20428.216;21041.266;21577.612;19749.26;20801.281;22124.413;22467.979;22676.819
Spain;Structural balance - General government - Domestic currency;Annual;Billions;-9.244;-8.433;-7.903;-9.675;-9.982;-3.095;-0.79;-10.677;-76.075;-115.272;-94.294;-86.378;-43.126;-31.351;-22.78;-28.878;-32.253;-33.822;-34.513;-53.243;-49.111;-54.001;-67.879;-54.03;-48.778
Portugal;Current account balance (credit less debit) - Percent of GDP;Annual;Units;-10.796;-10.449;-8.383;-6.634;-7.957;-9.585;-10.26;-9.62;-11.838;-10.356;-10.257;-6.103;-1.489;1.534;0.343;0.505;1.421;1.484;0.752;0.78;-0.689;-0.663;-2.024;0.55;2.09
Portugal;Primary net lending (+) / net borrowing (-) - General government - Domestic currency;Annual;Billions;-1.066;-3.033;-1.721;-4.818;-5.646;-6.043;-2.61;-0.551;-1.946;-12.558;-15.659;-6.875;-3.241;-1.759;-5.119;-0.131;3.646;1.228;5.763;6.307;-6.036;-1.175;3.651;8.127;7.414
Portugal;All Items - Consumer price index (CPI) - Period average;Annual;Units;73.181;76.408;79.236;81.801;83.854;85.64;88.248;90.386;92.783;91.945;93.224;96.538;99.218;99.654;99.495;100;100.636;102.202;103.395;103.705;103.579;104.554;113.026;118.976;122.153
Portugal;Net debt - General government - Percent of GDP;Annual;Units;41.495;44.375;46.33;49.978;53.595;58.177;59.425;60.54;64.053;76.057;82.105;103.472;116.651;118.334;120.172;120.874;119.108;115.881;113.015;109.363;122.213;116.698;105.525;93.47;90.264
